Collection,Location,Box,Folder,Series,Subseries,Description
Glenn,01-7-30-16-02-0-1,7,6,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Avakian, Stephen, 1990-1995."
Glenn,01-7-30-16-02-0-1,7,7,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Baltimore, Warren, 1996."
Glenn,01-7-30-16-02-0-1,7,8,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Barnes, Michael D., 1988-1989."
Glenn,01-7-30-16-02-0-1,7,9,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Beach, Milton, 1987-1991."
Glenn,01-7-30-16-02-0-1,7,10,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Bell, Rebecca, 1989-1992."
Glenn,01-7-30-16-02-0-1,7,11,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Berman, Jeff, 1986-1987."
Glenn,01-7-30-16-02-0-1,7,12,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Bonner, Mary Pat, 1992-1993."
Glenn,01-7-30-16-02-0-1,7,13,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Bluso, Pat, 1988-1994."
Glenn,01-7-30-16-02-0-1,7,14,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Branstool, Eugene, 1993."
Glenn,01-7-30-16-02-0-1,7,15,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Brown, Sherrod, 1989-1990."
Glenn,01-7-30-16-02-0-1,7,16,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Brown, William J., 1987-1995."
Glenn,01-7-30-16-02-0-1,7,17,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Bruns, Kevin, 1987-1988."
Glenn,01-7-30-16-02-0-1,7,18,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Buckheit, Patricia, 1988-1996."
Glenn,01-7-30-16-02-0-1,7,19,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Butland, Dale, 1987-1989."
Glenn,01-7-30-16-02-0-1,7,20,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Butland, Dale, 1990-1994."
Glenn,01-7-30-16-02-0-1,7,21,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Butland, Dale, 1995-1998."
Glenn,01-7-30-16-02-0-1,7,22,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Buyrne, Audrey, 1996."
Glenn,01-7-30-16-02-0-1,7,23,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Cannon, Douglas E., 1996."
Glenn,01-7-30-16-02-0-1,7,24,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Carnohan, Susan, 1988-1997."
Glenn,01-7-30-16-02-0-1,7,25,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Celebreeze, Anthony J., Jr., 1989-1990."
Glenn,01-7-30-16-02-0-1,7,26,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Celeste, Richard F., 1988-1990."
Glenn,01-7-30-16-02-0-1,7,27,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Chesley, Stanley M., 1996-1998."
Glenn,01-7-30-16-02-0-1,7,28,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Connolly, Kathy, 1987-1998."
Glenn,01-7-30-16-02-0-1,7,29,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Cooper, Kevin, 1998."
Glenn,01-7-30-16-02-0-1,7,30,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Dancy, John, 1987."
Glenn,01-7-30-16-02-0-1,7,31,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Denney, Jan, 1991."
Glenn,01-7-30-16-02-0-1,7,32,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Diemer, Tom (and Epstein, Keith), 1998."
Glenn,01-7-30-16-02-0-1,7,33,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Eckart, Dennis E., 1984."
Glenn,01-7-30-16-02-0-1,7,34,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Feighan, Edward F., 1984-1985."
Glenn,01-7-30-16-02-0-1,7,35,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Fisher, Lee, 1990 and 1997."
Glenn,01-7-30-16-02-0-1,7,36,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Fisher, Lee, (Fernald Nuclear Site), 1991."
Glenn,01-7-30-16-02-0-1,7,37,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Flaherty, William J., 1995."
Glenn,01-7-30-16-02-0-1,7,38,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Fleshler, David, 1996."
Glenn,01-7-30-16-02-0-1,7,39,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Forman, Ira N., 1988."
Glenn,01-7-30-16-02-0-1,7,40,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, 1985-1986."
Glenn,01-7-30-16-02-0-1,7,41,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, January - June 1987."
Glenn,01-7-30-16-02-0-1,7,42,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, July - December 1987."
Glenn,01-7-30-16-02-0-1,7,43,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, 1988."
Glenn,01-7-30-16-02-0-1,7,44,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, 1989."
Glenn,01-7-30-16-02-0-1,7,45,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, 1990."
Glenn,01-7-30-16-02-0-1,7,46,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, 1991."
Glenn,01-7-30-16-02-0-1,7,47,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, 1992."
Glenn,01-7-30-16-02-0-1,7,48,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, January - June 1993."
Glenn,01-7-30-16-02-0-1,7,49,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, July - December 1993."
Glenn,01-7-30-16-02-0-1,7,50,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, January - June 1994."
Glenn,01-7-30-16-08-0-1,8,1,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, July - December 1994."
Glenn,01-7-30-16-08-0-1,8,2,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, 1995."
Glenn,01-7-30-16-08-0-1,8,3,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - General, 1997-1998."
Glenn,01-7-30-16-08-0-1,8,4,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Gilliam, Reginald E., Jr., 1996."
Glenn,01-7-30-16-08-0-1,8,5,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Glenn, Annie, 1986-1988."
Glenn,01-7-30-16-08-0-1,8,6,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Grimes, Ron, 1996."
Glenn,01-7-30-16-08-0-1,8,7,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Guthrie, Marc D., 1996."
Glenn,01-7-30-16-08-0-1,8,8,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Haseley, John, 1992-1994."
Glenn,01-7-30-16-08-0-1,8,9,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Haussler, Jakki, 1996."
Glenn,01-7-30-16-08-0-1,8,10,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Holschuh, John D., 1996."
Glenn,01-7-30-16-08-0-1,8,11,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Hughes, Martin J., 1992."
Glenn,01-7-30-16-08-0-1,8,12,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Hyatt, Joel Z., 1990-1994."
Glenn,01-7-30-16-08-0-1,8,13,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Jacobs, Harry A., Jr., 1988-1998."
Glenn,01-7-30-16-08-0-1,8,14,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Jones, Stephanie, J., 1996."
Glenn,01-7-30-16-08-0-1,8,15,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Judges, letters from various, 1994-1996."
Glenn,01-7-30-16-08-0-1,8,16,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Kennedy, Michael, 1989."
Glenn,01-7-30-16-08-0-1,8,17,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Kessler, John W., 1988-1993."
Glenn,01-7-30-16-08-0-1,8,18,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Lehman, Harry J., 1995."
Glenn,01-7-30-16-08-0-1,8,19,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Lifsey, Diane, 1988-1997."
Glenn,01-7-30-16-08-0-1,8,20,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Long, Kathleen, 1996."
Glenn,01-7-30-16-08-0-1,8,21,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Matthews, Susan, 1996."
Glenn,01-7-30-16-08-0-1,8,22,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - McAlister, Robert, 1985."
Glenn,01-7-30-16-08-0-1,8,23,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - McCoy, John B., 1995-1996."
Glenn,01-7-30-16-08-0-1,8,24,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - McDonald, Tom, 1998."
Glenn,01-7-30-16-08-0-1,8,25,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - McKenna, Suzanne, 1993-1998."
Glenn,01-7-30-16-08-0-1,8,26,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - McLarty, Thomas F., 1997."
Glenn,01-7-30-16-08-0-1,8,27,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - McMullen, Daniel J., 1994."
Glenn,01-7-30-16-08-0-1,8,28,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Meshel, Harry, 1988-1993."
Glenn,01-7-30-16-08-0-1,8,29,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Metzenbaum, Howard M., 1988."
Glenn,01-7-30-16-08-0-1,8,30,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Mihlbaugh, Robert H., 1990-1993."
Glenn,01-7-30-16-08-0-1,8,31,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Miller, Ray T., Jr., 1988."
Glenn,01-7-30-16-08-0-1,8,32,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Mitchell, Donald, 1988-1998."
Glenn,01-7-30-16-08-0-1,8,33,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Nunn, Sam, 1988."
Glenn,01-7-30-16-08-0-1,8,34,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Oakar, Mary Rose, 1988-1989."
Glenn,01-7-30-16-08-0-1,8,35,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Packwood, Bob, 1993."
Glenn,01-7-30-16-08-0-1,8,36,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Palumbo, Benjamin L., 1989-1991."
Glenn,01-7-30-16-08-0-1,8,37,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Parson, Linda, 1988."
Glenn,01-7-30-16-08-0-1,8,38,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Perry, Barbara J., 1991-1998."
Glenn,01-7-30-16-08-0-1,8,39,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Petro, Michael J., 1992-1993."
Glenn,01-7-30-16-08-0-1,8,40,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Pomeroy, Harlan, 1989-1992."
Glenn,01-7-30-16-08-0-1,8,41,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Pressler, Laurel (Sen. Mike DeWine's office), 1996-1998."
Glenn,01-7-30-16-08-0-1,8,42,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Quayle, Dan, 1989."
Glenn,01-7-30-16-08-0-1,8,43,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Riffe, Vernal G., 1988-1997."
Glenn,01-7-30-16-08-0-1,8,44,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Ruppert, Rupert E., 1987-1994."
Glenn,01-7-30-16-08-0-1,8,45,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Ryan, Stephan M., 1995."
Glenn,01-7-30-16-08-0-1,8,46,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Salinger, Pierre, 1996."
Glenn,01-7-30-16-08-0-1,8,47,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Sammon, Martin J., 1987-1994."
Glenn,01-7-30-16-08-0-1,8,48,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Shipman, Paul, 1987."
Glenn,01-7-30-16-08-0-1,8,49,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Stoddard, Richard S., 1997."
Glenn,01-7-30-16-08-0-1,8,50,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Stokes, Louis, 1989-1991."
Glenn,01-7-30-16-08-0-1,8,51,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Thank You Letters, 1987-1989."
Glenn,01-7-30-16-08-0-1,8,52,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Thank You Letters, 1990-1991."
Glenn,01-7-30-16-08-0-1,8,53,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Thank You Letters, 1992-1993."
Glenn,01-7-30-16-08-0-1,8,54,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Thank You Letters, 1996-1998."
Glenn,01-7-30-16-08-0-1,8,55,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Tipps, Paul, 1988-1998."
Glenn,01-7-30-16-08-0-1,8,56,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Warner, Marvin, 1987."
Glenn,01-7-30-16-08-0-1,8,57,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Watson, Shannon, 1992-1996."
Glenn,01-7-30-16-08-0-1,8,58,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Weiss, Leonard, 1988 and 1997."
Glenn,01-7-30-16-08-0-1,8,59,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Werner, Roy A., 1988-1993."
Glenn,01-7-30-16-08-0-1,8,60,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Wexner, Leslie, 1989-1992."
Glenn,01-7-30-16-08-0-1,8,61,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - White, Michael, 1989-1991."
Glenn,01-7-30-16-08-0-1,8,62,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - White, William R., 1986-1987."
Glenn,01-7-30-16-08-0-1,8,63,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Wilhelm, David, 1988."
Glenn,01-7-30-16-08-0-1,8,64,Personal/Political,Administrative Assistant,"Mary Jane Veno - Correspondence - Wolf, Milton A., 1989-1997."
